"Points:0","Points:1","Points:2","T","U:0","U:1","U:2","Umag","alphat","epsilon","k","nut","p","p_rgh","rho"
90.939,35.476,20,300,4.1244,3.0143,5.7955,7.8688,0.23264,0.4706,0.89562,0.16142,1.0132e+05,-8.6748,1.225
92.559,35.542,20,300,4.1612,2.8085,5.7759,7.7309,0.1591,0.72248,0.90529,0.1104,1.0131e+05,-19.78,1.225
90.928,34.065,20,300,5.1746,2.51,5.1808,7.8045,0.22347,0.38704,0.80896,0.15506,1.0132e+05,-2.431,1.225
92.459,34.047,20,300,4.7073,2.0707,6.259,8.2658,0.18091,0.5361,0.86888,0.12553,1.0132e+05,-7.9984,1.225
93.824,33.929,20,300,3.9978,1.5658,4.4842,6.2967,0.11098,0.92121,0.8767,0.077008,1.0131e+05,-19.619,1.225
92.533,32.649,20,300,5.1211,1.2342,5.536,7.852,0.19192,0.46457,0.83395,0.13317,1.0132e+05,-1.3521,1.225
94.077,32.604,20,300,4.0929,0.89145,4.3594,6.1227,0.12173,1.1836,0.94755,0.084468,1.0131e+05,-13.949,1.225
90.958,32.668,20,300,5.8884,1.854,4.2397,7.5642,0.22408,0.28313,0.69858,0.15548,1.0133e+05,0.80904,1.225
89.305,35.423,20,300,3.9293,2.9405,4.339,6.6232,0.33021,0.27428,0.84436,0.22912,1.0132e+05,-7.3605,1.225
89.252,36.767,20,300,3.0369,3.2872,4.8481,6.6682,0.329,0.42272,1.0018,0.22829,1.0132e+05,-9.6057,1.225
90.879,36.841,20,300,2.9943,3.4123,6.599,8.1517,0.21166,0.64709,1.0106,0.14687,1.0131e+05,-17.09,1.225
87.663,36.73,20,300,2.7303,2.8489,3.3565,5.2282,0.44564,0.27012,0.98245,0.30922,1.0131e+05,-11.84,1.225
89.203,38.113,20,300,1.8978,3.6164,5.6234,7.0972,0.2665,0.88345,1.2245,0.18492,1.0131e+05,-15.096,1.225
87.612,38.057,20,300,1.8369,2.9882,3.4118,4.9943,0.44013,0.43046,1.1695,0.30539,1.0131e+05,-13.839,1.225
87.7,35.381,20,300,3.9239,2.5595,2.8812,5.6027,0.42343,0.23333,0.89586,0.29381,1.0131e+05,-10.91,1.225
90.77,38.068,20,300,2.9893,4.2905,4.9645,7.9101,0.13172,1.5724,1.1318,0.091395,1.013e+05,-27.43,1.225
161.98,37.951,20,300,-0.79674,-2.0064,-1.9125,2.9169,0.28367,0.11531,0.50699,0.19683,1.0131e+05,-16.944,1.225
162.21,39.325,20,300,-0.74505,-2.1611,-2.2529,3.244,0.29243,0.1238,0.53038,0.20291,1.0131e+05,-16.921,1.225
59.045,51.482,20,300,0.13501,0.43306,1.5879,1.6609,0.076512,0.024519,0.11711,0.05309,1.0139e+05,64.381,1.225
58.597,50.149,20,300,0.21763,0.53527,1.6636,1.7699,0.12037,0.02462,0.1557,0.083522,1.0139e+05,64.149,1.225
58.195,51.626,20,300,0.00515,0.55633,1.6625,1.8567,0.097531,0.034449,0.16331,0.067674,1.0139e+05,64.494,1.225
57.184,49.876,20,300,0.48234,0.69487,1.734,1.9471,0.12011,0.034638,0.1808,0.083344,1.0139e+05,63.986,1.225
55.57,48.553,20,300,1.143,0.64223,1.8479,2.3017,0.10642,0.026799,0.15292,0.073844,1.0139e+05,63.207,1.225
56.689,50.224,20,300,0.90201,1.0406,1.8073,2.2986,0.10578,0.03755,0.17859,0.0734,1.0139e+05,63.426,1.225
56.972,48.715,20,300,0.74931,0.61129,1.8017,2.066,0.11741,0.025612,0.15692,0.081471,1.0139e+05,63.674,1.225
56.722,51.663,20,300,0.22798,1.2714,1.7408,2.3637,0.094949,0.050235,0.19495,0.065883,1.0139e+05,63.472,1.225
61.034,60.73,20,300,-0.16457,0.06523,2.6458,3.1695,0.24593,0.68359,1.1052,0.17064,1.0131e+05,-12.115,1.225
59.523,60.51,20,300,1.5008,1.3847,2.5466,4.1559,0.16387,0.87692,1.0224,0.1137,1.0131e+05,-12.642,1.225
59.531,59.217,20,300,-1.2722,-0.16978,2.7928,3.2221,0.18773,0.51871,0.80388,0.13026,1.0131e+05,-13.087,1.225
135.91,46.129,20,300,-0.83715,-1.4473,0.88161,1.9346,0.2174,0.065062,0.33625,0.15085,1.0131e+05,-17.004,1.225
135.95,47.367,20,300,-0.78329,-1.3111,0.98891,1.8593,0.26802,0.077466,0.40974,0.18597,1.0131e+05,-16.945,1.225
135.98,48.695,20,300,-0.62785,-1.2089,1.0619,1.7583,0.29225,0.087948,0.4567,0.20279,1.0131e+05,-16.903,1.225
137.4,47.368,20,300,-1.3797,-1.4487,1.0754,2.3047,0.29106,0.068756,0.4034,0.20196,1.0131e+05,-17.535,1.225
137.4,48.684,20,300,-1.1721,-1.4553,1.2018,2.257,0.32769,0.084315,0.47314,0.22738,1.0131e+05,-17.555,1.225
142.52,48.894,20,300,-2.5383,-1.5392,1.0571,3.188,0.37558,0.073469,0.47461,0.26061,1.013e+05,-20.774,1.225
142.16,44.911,20,300,-2.7698,-1.3535,0.82661,3.2132,0.2433,0.073346,0.36907,0.16882,1.013e+05,-20.952,1.225
142.16,46.213,20,300,-2.7488,-1.4077,0.92289,3.2422,0.27812,0.067783,0.38202,0.19298,1.013e+05,-20.829,1.225
142.16,43.544,20,300,-2.7567,-1.2068,0.65408,3.1037,0.25135,0.07854,0.39208,0.1744,1.013e+05,-20.989,1.225
138.98,47.405,20,300,-1.859,-1.492,1.068,2.6429,0.3041,0.063073,0.39527,0.21101,1.0131e+05,-18.474,1.225
140.58,47.44,20,300,-2.2874,-1.4856,1.0375,2.9429,0.32388,0.062858,0.40701,0.22473,1.0131e+05,-19.491,1.225
138.98,48.771,20,300,-1.7041,-1.5268,1.1392,2.599,0.33304,0.076659,0.45543,0.23109,1.0131e+05,-18.463,1.225
140.57,48.834,20,300,-2.0651,-1.595,1.1583,2.9049,0.3612,0.074139,0.46712,0.25063,1.0131e+05,-19.454,1.225
142.16,47.469,20,300,-2.6422,-1.4569,0.99453,3.1983,0.34607,0.066675,0.43307,0.24013,1.013e+05,-20.61,1.225
142.16,48.883,20,300,-2.4949,-1.5299,1.0591,3.1458,0.36918,0.072849,0.46862,0.25616,1.013e+05,-20.499,1.225
132.74,56.898,20,300,-1.6341,-0.85347,2.7345,3.3134,0.68881,0.098713,0.72693,0.47795,1.0131e+05,-18.819,1.225
131.17,57.334,20,300,-1.9483,-0.72204,2.6944,3.4134,0.73384,0.088841,0.72124,0.50919,1.013e+05,-20.546,1.225
131.16,56.147,20,300,-2.2708,-0.37268,2.798,3.633,0.44657,0.15053,0.66842,0.30987,1.0131e+05,-19.736,1.225
134.14,57.731,20,300,-1.3552,-1.4485,2.5873,3.2689,0.90151,0.070031,0.71882,0.62554,1.0131e+05,-19.002,1.225
132.74,58.202,20,300,-1.4347,-1.1903,2.5181,3.1427,0.88738,0.070863,0.71678,0.61573,1.013e+05,-20.073,1.225
131.15,58.597,20,300,-1.5447,-0.98053,2.4673,3.084,0.87237,0.068366,0.69842,0.60532,1.013e+05,-21.459,1.225
159.37,46.179,20,300,-2.2275,-1.1736,-1.7211,3.1943,0.44907,0.35587,1.0059,0.3116,1.0131e+05,-17.633,1.225
159.35,47.402,20,300,-2.2028,-0.87107,-2.0465,3.2405,0.49856,0.2506,0.97914,0.34594,1.0131e+05,-17.975,1.225
160.9,46.15,20,300,-1.6396,-1.0837,-2.1299,3.0695,0.37537,0.39528,0.94881,0.26046,1.0131e+05,-14.397,1.225
160.83,47.368,20,300,-1.6015,-0.66849,-2.5326,3.1829,0.42999,0.26357,0.91672,0.29836,1.0131e+05,-14.792,1.225
162.24,48.706,20,300,-0.92023,-0.2125,-3.4506,3.6474,0.32972,0.228,0.76004,0.22878,1.0131e+05,-13.252,1.225
162.1,47.368,20,300,-0.90378,-0.53345,-2.9211,3.1864,0.31094,0.25543,0.75478,0.21576,1.0131e+05,-11.732,1.225
160.8,48.695,20,300,-1.5818,-0.44385,-2.9892,3.5009,0.44773,0.24799,0.93588,0.31067,1.0131e+05,-16.117,1.225
159.31,48.763,20,300,-2.2273,-0.77516,-2.3015,3.4211,0.48748,0.24708,0.98113,0.33825,1.0131e+05,-19.1,1.225
162.15,46.128,20,300,-0.90721,-1.0176,-2.3938,2.9082,0.26569,0.39038,0.79353,0.18436,1.0131e+05,-10.997,1.225
157.81,46.206,20,300,-2.7379,-1.3208,-1.3123,3.412,0.49654,0.31345,1.0238,0.34454,1.013e+05,-20.488,1.225
157.81,47.447,20,300,-2.7407,-1.1448,-1.5686,3.4376,0.5332,0.23315,0.9889,0.36998,1.013e+05,-20.86,1.225
157.8,48.833,20,300,-2.7745,-1.0778,-1.7015,3.5025,0.50168,0.23133,0.9673,0.3481,1.013e+05,-21.383,1.225
163.22,46.063,20,300,-0.36034,-1.0275,-2.9821,3.2219,0.16014,0.26081,0.51774,0.11112,1.0131e+05,-10.277,1.225
162.24,50.041,20,300,-0.93757,0.023344,-3.9213,4.1061,0.31965,0.24894,0.79405,0.2218,1.0131e+05,-15.514,1.225
163.16,51.366,20,300,-0.46439,0.44663,-4.5819,4.6823,0.16725,0.27183,0.59539,0.11605,1.0131e+05,-17.696,1.225
167.12,57.338,20,300,-2.0855,-0.11379,0.88979,2.2723,0.53946,0.029776,0.36067,0.37432,1.0131e+05,-14.879,1.225
168.73,56.391,20,300,-1.8948,-0.044079,0.85498,2.0798,0.35011,0.030992,0.29479,0.24294,1.0131e+05,-14.544,1.225
176.73,58.729,20,300,-1.3631,-0.068804,0.68775,1.5303,1.0905,0.053877,0.69142,0.75666,1.0131e+05,-15.118,1.225
178.44,58.329,20,300,-1.3485,-0.084687,0.68434,1.5174,1.1136,0.059578,0.73235,0.77267,1.0131e+05,-15.699,1.225
176.73,60.026,20,300,-1.065,-0.10321,0.62196,1.2466,1.3335,0.053426,0.76259,0.92529,1.0131e+05,-15.165,1.225
178.42,59.655,20,300,-0.94281,-0.17814,0.56612,1.1327,1.4293,0.055272,0.80226,0.99179,1.0131e+05,-15.605,1.225
179.96,56.369,20,300,-1.383,0.23715,0.79833,1.6361,0.73136,0.094914,0.72472,0.50748,1.0131e+05,-15.94,1.225
179.92,57.732,20,300,-1.2599,-0.048854,0.66599,1.4332,1.1439,0.063259,0.76239,0.79373,1.0131e+05,-15.903,1.225
181.47,59.112,20,300,-0.72109,-0.32312,0.39461,0.93575,1.6165,0.051549,0.82322,1.1216,1.0131e+05,-16.037,1.225
181.49,57.749,20,300,-1.0714,-0.1298,0.57546,1.2498,1.2991,0.058635,0.77471,0.90142,1.0131e+05,-15.896,1.225
179.9,59.093,20,300,-0.97418,-0.19734,0.54865,1.1533,1.4334,0.055809,0.80775,0.99463,1.0131e+05,-15.891,1.225
181.52,56.405,20,300,-1.1086,0.080648,0.67286,1.3517,1.0086,0.077054,0.74688,0.69984,1.0131e+05,-15.502,1.225
-19.14,-43.444,20,300,8.1836,-0.88963,0.44203,8.2457,0.30819,0.00017094,0.020644,0.21385,1.0135e+05,24.57,1.225
-19.136,-38.063,20,300,8.0342,-0.71006,0.46073,8.0801,0.30686,0.00017374,0.020783,0.21292,1.0135e+05,26.166,1.225
-12.817,-43.358,20,300,7.8744,-1.1041,0.52945,7.9721,0.30097,0.00022727,0.023473,0.20884,1.0135e+05,27.083,1.225
-12.785,-38.144,20,300,7.6996,-0.88851,0.5517,7.7726,0.30087,0.00022761,0.023507,0.20877,1.0135e+05,28.993,1.225
-25.43,-38.047,20,300,8.2771,-0.58462,0.39663,8.3082,0.30828,0.00014687,0.019193,0.21391,1.0135e+05,23.561,1.225
-25.446,-32.643,20,300,8.2673,-0.43528,0.39069,8.2893,0.30749,0.00014322,0.018933,0.21336,1.0135e+05,23.738,1.225
-19.162,-32.644,20,300,7.9389,-0.54104,0.46879,7.9727,0.30643,0.00017314,0.020741,0.21263,1.0135e+05,27.503,1.225
-12.829,-32.706,20,300,7.5843,-0.67551,0.56156,7.6377,0.30163,0.00022783,0.023544,0.2093,1.0136e+05,30.562,1.225
-6.4663,-38.122,20,300,7.2545,-1.099,0.65171,7.3698,0.29083,0.00033719,0.027992,0.2018,1.0136e+05,32.776,1.225
-6.4372,-32.797,20,300,7.1256,-0.85196,0.6658,7.2111,0.28903,0.00033885,0.027971,0.20055,1.0136e+05,34.475,1.225
-0.27277,-37.914,20,300,6.5747,-1.3204,0.75263,6.7557,0.2679,0.00060115,0.035485,0.18589,1.0136e+05,37.596,1.225
-0.11136,-32.72,20,300,6.5509,-1.0117,0.77406,6.6786,0.27416,0.0005051,0.033359,0.19024,1.0136e+05,38.971,1.225
-6.5491,-43.312,20,300,7.4659,-1.3822,0.62429,7.6235,0.29077,0.00035036,0.028469,0.20176,1.0136e+05,30.462,1.225
-19.185,-27.238,20,300,7.8779,-0.35318,0.47109,7.9011,0.30613,0.00017634,0.020922,0.21242,1.0135e+05,28.245,1.225
-12.895,-27.252,20,300,7.4875,-0.42845,0.55936,7.5227,0.30059,0.00024131,0.024137,0.20857,1.0136e+05,31.668,1.225
-25.454,-27.243,20,300,8.1595,-0.31114,0.40689,8.1763,0.30664,0.00014882,0.019272,0.21277,1.0135e+05,25.179,1.225
-6.5466,-27.338,20,300,6.9915,-0.59052,0.6593,7.0514,0.2864,0.00037578,0.02931,0.19872,1.0136e+05,35.852,1.225
-0.14609,-27.405,20,300,6.5212,-0.84484,0.75748,6.6215,0.30987,0.00061274,0.039292,0.21501,1.0137e+05,40.192,1.225
-19.307,5.8728,20,300,8.5525,0.68086,0.4262,8.5911,0.32985,0.00013266,0.018756,0.22887,1.0135e+05,21.277,1.225
-12.945,6.0375,20,300,8.4724,0.88036,0.51377,8.5349,0.3274,0.00015695,0.020276,0.22718,1.0135e+05,21.824,1.225
-25.613,5.7427,20,300,8.656,0.54508,0.36498,8.6815,0.32431,0.00012104,0.017821,0.22503,1.0135e+05,20.093,1.225
-25.543,11.298,20,300,8.7713,0.53608,0.34362,8.7951,0.32431,0.00011441,0.017339,0.22503,1.0134e+05,18.507,1.225
-19.196,11.424,20,300,8.6676,0.67897,0.41541,8.7048,0.33552,0.00012255,0.018176,0.23281,1.0134e+05,19.832,1.225
-12.859,11.503,20,300,8.61,0.83144,0.50201,8.6656,0.336,0.00013744,0.019223,0.23314,1.0135e+05,20.212,1.225
-6.6005,6.1407,20,300,8.4438,1.1318,0.62198,8.5443,0.31996,0.00020011,0.022532,0.22201,1.0135e+05,21.859,1.225
-6.5086,11.565,20,300,8.5794,0.99267,0.61012,8.6595,0.33262,0.00015964,0.020583,0.2308,1.0135e+05,20.361,1.225
-0.26777,6.2189,20,300,8.5404,1.3606,0.76225,8.6841,0.30444,0.00028046,0.025866,0.21125,1.0135e+05,20.63,1.225
-0.19249,11.58,20,300,8.6051,1.1194,0.74715,8.7111,0.32545,0.0001938,0.022365,0.22582,1.0135e+05,20.006,1.225
-6.7107,0.65187,20,300,8.1392,1.253,0.62798,8.2632,0.30532,0.00028348,0.026054,0.21186,1.0135e+05,24.55,1.225
-25.428,16.844,20,300,8.8234,0.56699,0.34505,8.8489,0.3292,0.0001117,0.017233,0.22843,1.0134e+05,17.822,1.225
-19.126,16.881,20,300,8.7536,0.66484,0.40357,8.7887,0.33856,0.00011726,0.017848,0.23492,1.0134e+05,18.65,1.225
-19.081,22.309,20,300,8.8489,0.65639,0.38486,8.882,0.34087,0.00011243,0.017529,0.23652,1.0134e+05,17.673,1.225
-12.743,22.343,20,300,8.7859,0.75194,0.46664,8.831,0.34349,0.00012232,0.018314,0.23834,1.0134e+05,18.14,1.225
-12.816,16.914,20,300,8.6965,0.78307,0.48802,8.7461,0.34057,0.00012868,0.018713,0.23631,1.0134e+05,19.047,1.225
-0.15613,16.936,20,300,8.6113,0.97838,0.72925,8.6983,0.33646,0.00016585,0.021051,0.23346,1.0134e+05,19.665,1.225
-6.463,16.953,20,300,8.646,0.89589,0.59377,8.7134,0.33917,0.00014448,0.019764,0.23534,1.0134e+05,19.416,1.225
-6.4288,22.342,20,300,8.717,0.84022,0.56834,8.7765,0.34265,0.00013604,0.019261,0.23776,1.0134e+05,18.695,1.225
6.3328,-86.482,20,300,9.6833,-1.5541,0.30143,9.8128,0.33337,0.0001506,0.020081,0.23132,1.0133e+05,6.7968,1.225
6.3533,-81.026,20,300,9.5764,-1.7497,0.34034,9.7422,0.32648,0.00017431,0.021381,0.22653,1.0133e+05,7.8664,1.225
12.581,-86.469,20,300,9.818,-1.6658,0.31208,9.9642,0.32762,0.00017137,0.021246,0.22733,1.0133e+05,5.0793,1.225
12.601,-81.008,20,300,9.7489,-1.9027,0.35177,9.9405,0.319,0.00020964,0.02315,0.22135,1.0133e+05,5.7266,1.225
0.10251,-81.048,20,300,9.4627,-1.5763,0.32216,9.5996,0.3334,0.00014867,0.019944,0.23134,1.0133e+05,9.3563,1.225
0.12626,-75.596,20,300,9.3224,-1.7468,0.36448,9.4932,0.32361,0.00017614,0.021355,0.22454,1.0134e+05,11.021,1.225
6.3776,-75.566,20,300,9.4439,-1.978,0.38697,9.6585,0.31637,0.00021866,0.023528,0.21952,1.0133e+05,9.3004,1.225
12.625,-75.54,20,300,9.6553,-2.1905,0.39918,9.9108,0.30255,0.00029444,0.02647,0.20993,1.0133e+05,6.6275,1.225
18.828,-86.462,20,300,9.9823,-1.72,0.31399,10.135,0.32253,0.00019261,0.022362,0.2238,1.0133e+05,2.9772,1.225
18.846,-80.997,20,300,9.9688,-1.9798,0.35104,10.171,0.31077,0.00024937,0.024913,0.21564,1.0133e+05,2.9522,1.225
24.99,-81.77,20,300,10.207,-1.9573,0.33923,10.4,0.30535,0.00029011,0.026591,0.21187,1.0133e+05,0.098327,1.225
25.005,-76.315,20,300,10.282,-2.2516,0.37027,10.534,0.27222,0.00049917,0.03251,0.18889,1.0132e+05,-0.99113,1.225
18.867,-75.523,20,300,9.9524,-2.2964,0.39334,10.223,0.28291,0.00039319,0.029538,0.19631,1.0133e+05,2.9242,1.225
6.4411,-64.645,20,300,8.9142,-2.5834,0.50506,9.301,0.27845,0.00048119,0.031916,0.19321,1.0134e+05,13.827,1.225
12.686,-64.592,20,300,9.227,-3.1239,0.50993,9.7648,0.22898,0.0010564,0.04166,0.15888,1.0133e+05,8.9598,1.225
6.4066,-70.104,20,300,9.2339,-2.2506,0.4435,9.5178,0.30232,0.00030503,0.026998,0.20977,1.0134e+05,11.178,1.225
12.652,-70.068,20,300,9.501,-2.5727,0.45321,9.8577,0.27144,0.00050792,0.032222,0.18834,1.0133e+05,7.7038,1.225
0.15404,-70.144,20,300,9.1084,-1.9294,0.41723,9.3223,0.31312,0.00022191,0.023566,0.21727,1.0134e+05,13.168,1.225
18.891,-70.042,20,300,9.9106,-2.7291,0.43545,10.293,0.23873,0.00080439,0.038196,0.16565,1.0133e+05,2.5393,1.225
18.917,-64.552,20,300,9.7827,-3.4673,0.47289,10.402,0.19457,0.0019818,0.053538,0.13501,1.0133e+05,0.82046,1.225
25.019,-70.86,20,300,10.38,-2.6346,0.38922,10.72,0.22364,0.0011782,0.04421,0.15518,1.0132e+05,-2.9347,1.225
31.409,-87.176,20,300,10.316,-1.6522,0.30245,10.453,0.31677,0.00023987,0.024688,0.2198,1.0132e+05,-0.98117,1.225
31.424,-81.719,20,300,10.426,-1.867,0.32421,10.598,0.29095,0.00036054,0.028727,0.20189,1.0132e+05,-2.3445,1.225
37.562,-86.489,20,300,10.441,-1.5588,0.29839,10.561,0.3142,0.00026675,0.025909,0.21802,1.0132e+05,-2.5181,1.225
37.574,-81.03,20,300,10.585,-1.7113,0.31012,10.728,0.27994,0.00043012,0.030807,0.19424,1.0132e+05,-4.2289,1.225
31.441,-76.256,20,300,10.584,-2.0958,0.33685,10.796,0.24462,0.00073804,0.03652,0.16974,1.0132e+05,-4.26,1.225
37.587,-75.563,20,300,10.797,-1.8412,0.30255,10.959,0.21875,0.0010189,0.040339,0.15179,1.0132e+05,-6.5854,1.225
43.806,-86.513,20,300,10.505,-1.4333,0.29947,10.607,0.31293,0.00028659,0.026775,0.21713,1.0132e+05,-3.3797,1.225
43.816,-81.063,20,300,10.651,-1.5184,0.30728,10.764,0.27794,0.00047709,0.032298,0.19286,1.0132e+05,-5.0317,1.225
50.059,-81.104,20,300,10.617,-1.3588,0.32453,10.709,0.27921,0.00050447,0.033403,0.19374,1.0132e+05,-4.7084,1.225
50.068,-75.663,20,300,10.768,-1.3338,0.31868,10.855,0.226,0.0011537,0.043976,0.15682,1.0132e+05,-6.0934,1.225
43.827,-75.608,20,300,10.859,-1.5485,0.29249,10.973,0.21607,0.0011677,0.042805,0.14993,1.0132e+05,-7.1869,1.225
31.458,-70.79,20,300,10.819,-2.3852,0.31876,11.086,0.18349,0.0023345,0.052295,0.12732,1.0132e+05,-7.3704,1.225
31.467,-65.328,20,300,11.149,-2.9715,0.23057,11.553,0.12337,0.011974,0.088704,0.085603,1.0131e+05,-14.323,1.225
37.6,-70.086,20,300,11.102,-1.9836,0.25012,11.284,0.14423,0.0037852,0.059516,0.10008,1.0131e+05,-10.242,1.225
37.614,-64.6,20,300,11.382,-2.2494,0.078135,11.614,0.093064,0.023896,0.117,0.064575,1.0131e+05,-17.592,1.225
43.852,-64.684,20,300,11.164,-1.4412,0.059427,11.265,0.092553,0.027,0.126,0.06422,1.0131e+05,-15.651,1.225
43.839,-70.148,20,300,11.112,-1.511,0.23463,11.22,0.13959,0.0043792,0.062761,0.096856,1.0131e+05,-10.145,1.225
50.076,-70.224,20,300,10.9,-1.1977,0.28687,10.971,0.15103,0.0039835,0.06248,0.10479,1.0132e+05,-7.2715,1.225
-18.597,-64.809,20,300,8.9112,-1.1823,0.32931,8.9965,0.32928,0.00013218,0.01871,0.22848,1.0134e+05,16.339,1.225
-18.574,-59.386,20,300,8.7077,-1.174,0.36312,8.7953,0.32498,0.00014007,0.019157,0.22549,1.0134e+05,18.516,1.225
-12.336,-64.781,20,300,8.8469,-1.428,0.38075,8.9712,0.32432,0.00015894,0.020332,0.22504,1.0134e+05,16.595,1.225
-12.31,-59.356,20,300,8.5996,-1.443,0.42186,8.732,0.31814,0.00017281,0.02102,0.22075,1.0134e+05,19.206,1.225
-24.833,-59.405,20,300,8.808,-0.98585,0.31781,8.87,0.32122,0.00012543,0.018068,0.22289,1.0134e+05,17.459,1.225
-24.816,-53.993,20,300,8.7109,-0.90459,0.32871,8.7655,0.31546,0.00012754,0.018081,0.21889,1.0134e+05,18.741,1.225
-18.553,-53.972,20,300,8.5334,-1.1287,0.39107,8.6181,0.31843,0.00014762,0.019486,0.22095,1.0135e+05,20.783,1.225
-12.285,-53.942,20,300,8.3589,-1.4012,0.45987,8.4904,0.31108,0.00018838,0.021707,0.21585,1.0135e+05,22.071,1.225
0.22235,-59.261,20,300,8.395,-2.2652,0.53471,8.7174,0.29309,0.00036923,0.028966,0.20337,1.0134e+05,19.887,1.225
-6.0438,-59.314,20,300,8.4852,-1.7961,0.48144,8.69,0.31144,0.00022791,0.023876,0.2161,1.0134e+05,19.862,1.225
0.26126,-53.846,20,300,7.8774,-2.2896,0.59953,8.2338,0.2753,0.00053361,0.033183,0.19103,1.0135e+05,24.816,1.225
-6.0133,-53.901,20,300,8.149,-1.7723,0.53207,8.3607,0.30403,0.000267,0.025456,0.21096,1.0135e+05,23.608,1.225
-6.0743,-64.743,20,300,8.7963,-1.7343,0.43146,8.9786,0.31561,0.00020244,0.022639,0.219,1.0134e+05,16.653,1.225
-18.533,-48.565,20,300,8.3617,-1.0503,0.41788,8.4392,0.3119,0.00016029,0.020103,0.21642,1.0135e+05,22.835,1.225
-12.263,-48.539,20,300,8.1085,-1.3004,0.49761,8.2297,0.30448,0.0002119,0.022775,0.21127,1.0135e+05,24.808,1.225
-24.795,-48.581,20,300,8.5469,-0.88315,0.35954,8.6012,0.31217,0.0001366,0.018616,0.21661,1.0135e+05,20.886,1.225
-5.9868,-48.505,20,300,7.7854,-1.6442,0.58323,7.9831,0.29477,0.00032549,0.027591,0.20454,1.0135e+05,27.37,1.225
0.2954,-48.461,20,300,7.2782,-2.1409,0.66545,7.627,0.26281,0.00070207,0.037291,0.18236,1.0136e+05,30.118,1.225
31.483,64.967,20,300,8.2388,1.6662,0.85595,8.453,0.32647,0.0002732,0.026541,0.22653,1.0135e+05,21.539,1.225
31.45,70.378,20,300,8.5143,1.691,0.75117,8.7163,0.32908,0.00024257,0.02517,0.22834,1.0134e+05,18.83,1.225
37.778,64.956,20,300,7.9121,2.0467,1.0123,8.2431,0.29587,0.00049031,0.033106,0.2053,1.0135e+05,23.402,1.225
37.729,70.366,20,300,8.3414,2.053,0.87626,8.6406,0.31023,0.00037036,0.029859,0.21526,1.0134e+05,19.649,1.225
25.169,70.388,20,300,8.68,1.4284,0.64147,8.8221,0.33926,0.00018605,0.022396,0.2354,1.0134e+05,17.694,1.225
25.144,75.803,20,300,8.8723,1.4124,0.56373,9.0033,0.34496,0.00016494,0.021286,0.23936,1.0134e+05,15.747,1.225
31.416,75.794,20,300,8.7714,1.6531,0.65304,8.9522,0.33412,0.00020859,0.023535,0.23184,1.0134e+05,16.34,1.225
37.684,75.782,20,300,8.6893,1.9641,0.75229,8.9442,0.32059,0.00028491,0.026846,0.22245,1.0134e+05,16.482,1.225
44.088,64.939,20,300,7.4933,2.7027,1.1765,8.064,0.26574,0.0010761,0.047327,0.18439,1.0135e+05,24.866,1.225
44.001,70.349,20,300,8.1928,2.5904,1.0126,8.6645,0.26832,0.00075495,0.038746,0.18618,1.0134e+05,19.478,1.225
50.26,70.322,20,300,8.1583,3.347,1.1395,8.9031,0.23238,0.0016166,0.054129,0.16124,1.0134e+05,16.715,1.225
50.188,75.751,20,300,8.7693,2.8534,0.96141,9.2823,0.24863,0.00092697,0.041044,0.17252,1.0134e+05,13.073,1.225
43.944,75.768,20,300,8.6723,2.362,0.85726,9.0354,0.29514,0.0004639,0.032348,0.20479,1.0134e+05,15.705,1.225
25.119,81.22,20,300,9.0332,1.3661,0.49634,9.1507,0.34984,0.00014787,0.02033,0.24275,1.0134e+05,13.979,1.225
31.384,81.212,20,300,8.9766,1.5753,0.56781,9.1333,0.34169,0.00017844,0.022051,0.23709,1.0134e+05,14.22,1.225
31.357,86.631,20,300,9.1452,1.4813,0.49604,9.279,0.3464,0.00015886,0.020979,0.24036,1.0134e+05,12.453,1.225
37.614,86.622,20,300,9.1379,1.6855,0.55816,9.3106,0.33784,0.00019095,0.022703,0.23442,1.0134e+05,12.129,1.225
37.646,81.201,20,300,8.9448,1.828,0.64602,9.1552,0.32993,0.00022689,0.024401,0.22893,1.0134e+05,14.044,1.225
50.142,81.177,20,300,9.0686,2.442,0.80926,9.4313,0.2866,0.00049145,0.032746,0.19887,1.0134e+05,11.281,1.225
43.9,81.19,20,300,8.9644,2.1198,0.72714,9.2439,0.31592,0.00030921,0.027729,0.21921,1.0134e+05,13.178,1.225
43.865,86.613,20,300,9.1687,1.9083,0.62183,9.3881,0.3285,0.00023637,0.024885,0.22794,1.0134e+05,11.286,1.225
21.929,-57.131,20,300,10.018,-5.1916,0.45853,11.3,0.13279,0.025667,0.14792,0.092138,1.0132e+05,-9.2831,1.225
18.961,-56.32,20,300,9.1142,-5.0716,0.53707,10.451,0.15246,0.013223,0.12475,0.10579,1.0133e+05,1.5068,1.225
21.927,-54.459,20,300,9.5719,-5.9677,0.4576,11.312,0.10109,0.10891,0.24659,0.070145,1.0131e+05,-14.738,1.225
18.981,-53.587,20,300,8.6908,-6.0212,0.56555,10.614,0.12557,0.032113,0.1742,0.087131,1.0132e+05,-1.5082,1.225
25.13,-59.997,20,300,10.772,-4.45,0.35043,11.668,0.13125,0.017358,0.12327,0.09107,1.0131e+05,-14.046,1.225
21.921,-59.808,20,300,10.064,-4.6725,0.44868,11.112,0.15965,0.010181,0.11056,0.11078,1.0132e+05,-6.6886,1.225
